Id,MSSubClass,MSZoning,LotArea,LotShape,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,MasVnrArea,TotalBsmtSF,HeatingQC,FullBath,HalfBath,BedroomAbvGr,GrLivArea,Fireplaces,GarageType,GarageCars,GarageArea,PoolArea,SalePrice
155,45,RL,9381,Reg,Gilbert,1Fam,1Story,9,3,1945,1957,Gable,VinylSd,0.0,1048.0,Gd,2,0,5,2022,0,Detchd,3,839.0,0,311683
156,85,RM,5669,IR1,NridgHt,1Fam,1.5Fin,5,5,1925,1952,Hip,BrkFace,0.0,959.0,Fa,2,0,3,2516,1,Attchd,2,542.0,0,289077
157,150,RL,20596,Reg,Edwards,1Fam,2Story,10,6,1968,1992,Gable,BrkFace,400.0,0.0,Fa,0,0,3,1139,0,BuiltIn,2,359.0,0,219779
158,40,RL,10269,Reg,SawyerW,1Fam,1Story,1,8,1992,1998,Hip,MetalSd,0.0,466.0,Ex,3,0,3,2105,0,Attchd,3,783.0,0,214616
159,160,RL,4466,Reg,Sawyer,1Fam,1Story,1,4,1963,1972,Gable,Wd Sdng,0.0,1398.0,TA,1,0,3,1685,0,Attchd,3,581.0,0,206162
160,70,RL,11251,IR1,Sawyer,1Fam,SFoyer,6,2,1936,1959,Gable,Wd Sdng,400.0,1434.0,Ex,3,1,5,1887,1,Attchd,0,0.0,0,257678
161,85,FV,4977,Reg,NridgHt,1Fam,1Story,2,3,1983,1983,Hip,HdBoard,400.0,1110.0,Gd,1,0,2,1690,0,Attchd,1,203.0,0,222665
162,80,RL,12010,IR1,NridgHt,1Fam,1Story,8,8,1948,1976,Gable,Wd Sdng,300.0,489.0,Ex,0,0,4,2128,0,Detchd,0,0.0,0,265345
163,120,RM,14462,Reg,SawyerW,1Fam,1Story,9,7,1920,1940,Gable,Wd Sdng,0.0,855.0,Ex,2,1,4,1721,0,Attchd,1,201.0,0,249069
164,85,RL,5375,IR1,Sawyer,1Fam,1Story,4,6,1973,1997,Gable,Wd Sdng,100.0,1596.0,Ex,0,0,0,1318,0,Attchd,1,207.0,0,199049
165,40,RL,13117,IR1,NAmes,1Fam,SFoyer,5,5,1963,1990,Gable,HdBoard,200.0,716.0,Gd,2,1,1,1855,1,None,0,0.0,0,215121
166,180,RL,9960,Reg,Gilbert,1Fam,1.5Fin,8,5,1904,1907,Gable,VinylSd,200.0,1441.0,Gd,3,0,2,1695,0,Detchd,0,0.0,0,233910
167,85,RL,12222,IR1,CollgCr,1Fam,1Story,3,1,1999,2010,Gable,VinylSd,0.0,917.0,Ex,3,0,0,1763,1,Attchd,1,186.0,0,221266
168,80,RL,20918,IR1,NAmes,Twnhs,1Story,5,6,1969,1974,Gable,VinylSd,0.0,1193.0,Gd,0,1,0,694,1,Attchd,1,248.0,0,189923
169,150,RL,7167,IR1,SawyerW,1Fam,2Story,3,9,1989,1990,Gable,Wd Sdng,500.0,761.0,Fa,2,0,3,2218,1,Attchd,1,227.0,0,250163
170,75,RL,5558,IR1,NridgHt,1Fam,1Story,10,8,1903,1905,Gable,MetalSd,0.0,928.0,Gd,0,1,1,1645,1,None,2,238.0,0,279069
171,120,RL,5193,Reg,Gilbert,1Fam,1Story,3,1,2002,2010,Gable,Wd Sdng,0.0,1069.0,Ex,2,0,1,1206,0,BuiltIn,1,237.0,0,204826
172,40,RL,5388,Reg,Somerst,1Fam,1Story,3,6,1938,1945,Gable,MetalSd,0.0,582.0,TA,2,1,2,2384,0,Detchd,3,707.0,0,228316
173,180,RL,7796,IR2,Somerst,1Fam,2Story,7,3,1934,1949,Hip,BrkFace,0.0,1001.0,Gd,3,1,1,2188,1,Attchd,3,662.0,0,315592
174,75,RL,9610,Reg,NWAmes,1Fam,2.5Unf,7,6,1900,1918,Gable,VinylSd,0.0,306.0,Ex,3,0,0,1638,0,Attchd,3,767.0,0,219975
175,120,RL,9305,IR3,NWAmes,1Fam,1Story,7,9,1923,1940,Gable,Wd Sdng,0.0,705.0,Gd,2,1,1,1279,1,Attchd,0,0.0,0,209088
176,45,FV,12253,Reg,Gilbert,TwnhsE,1Story,10,6,1956,1961,Hip,Wd Sdng,500.0,1116.0,Ex,2,0,1,1907,0,Attchd,0,0.0,0,283663
177,60,FV,8155,Reg,OldTown,Duplex,2Story,8,8,1999,2010,Gable,MetalSd,0.0,1405.0,TA,2,1,4,1876,0,Attchd,0,0.0,0,280646
178,120,RM,16760,IR1,NridgHt,1Fam,1Story,5,6,1969,1971,Gable,MetalSd,0.0,1084.0,Fa,3,0,0,2385,0,Detchd,1,236.0,0,275499
179,85,RL,7098,IR1,Edwards,1Fam,1.5Fin,5,6,1940,1955,Hip,BrkFace,200.0,514.0,Ex,3,1,5,1582,0,Attchd,3,894.0,0,203043
180,30,RL,31573,Reg,Somerst,1Fam,1Story,4,7,1953,1953,Hip,VinylSd,0.0,1357.0,Ex,1,0,1,2587,2,Attchd,1,180.0,0,267849
181,75,RL,11079,Reg,NridgHt,1Fam,1Story,7,4,1945,1956,Gable,BrkFace,0.0,569.0,Ex,2,0,1,1537,0,Detchd,2,379.0,0,239658
182,150,RM,5278,IR1,NridgHt,1Fam,2Story,10,8,1959,1988,Gable,BrkFace,0.0,1147.0,Ex,1,1,3,1207,1,Attchd,2,383.0,0,273047
183,80,RL,4743,IR2,SawyerW,1Fam,1Story,4,4,2007,2010,Gable,HdBoard,0.0,576.0,TA,2,1,1,1287,1,Detchd,0,0.0,0,186435
184,70,RL,10313,Reg,Sawyer,1Fam,2.5Unf,2,7,1959,1977,Hip,HdBoard,0.0,658.0,Gd,3,0,1,1774,1,Attchd,2,354.0,0,178065
185,75,RM,7246,Reg,NAmes,1Fam,1Story,4,1,1956,1977,Mansard,Wd Sdng,100.0,612.0,Ex,1,0,4,1772,1,Attchd,3,710.0,0,227215
186,70,RL,11579,Reg,Somerst,1Fam,2.5Unf,8,9,1930,1948,Gable,Wd Sdng,300.0,949.0,TA,1,0,0,1994,2,Attchd,2,507.0,0,301889
187,190,RL,10266,IR1,NWAmes,1Fam,2.5Unf,9,9,1983,1991,Gable,BrkFace,100.0,830.0,Ex,0,0,2,1759,0,None,0,0.0,0,258942
188,90,RL,7813,Reg,NridgHt,1Fam,2.5Unf,3,7,1923,1929,Hip,VinylSd,0.0,1100.0,Fa,2,0,0,2424,1,Detchd,1,149.0,0,255140
189,85,RL,5306,Reg,CollgCr,1Fam,1.5Fin,7,8,1988,2001,Gable,VinylSd,0.0,891.0,Ex,3,1,3,1671,0,Attchd,2,519.0,0,278493
190,45,RL,3799,Reg,NAmes,1Fam,2Story,9,2,1935,1939,Gable,VinylSd,0.0,489.0,Gd,0,0,0,993,0,Attchd,3,772.0,0,227969
191,20,RL,6481,Reg,Sawyer,Duplex,2.5Unf,4,7,1984,2001,Gable,Wd Sdng,0.0,1002.0,Ex,0,1,1,1743,1,Detchd,3,759.0,0,240559
192,190,FV,12434,Reg,NWAmes,1Fam,2Story,10,1,1929,1937,Gable,VinylSd,0.0,443.0,Ex,2,1,3,990,1,Attchd,3,704.0,0,205917
193,40,RL,9018,Reg,SawyerW,1Fam,2Story,3,3,1923,1943,Hip,BrkFace,300.0,630.0,TA,0,0,0,1961,0,None,1,228.0,0,176472
194,70,RL,4346,IR1,Somerst,1Fam,2Story,5,6,2007,2010,Hip,MetalSd,0.0,776.0,Ex,2,0,3,2482,0,None,3,783.0,0,279254
195,90,RL,8836,Reg,Gilbert,1Fam,1Story,1,5,2005,2010,Gable,BrkFace,0.0,755.0,TA,0,0,2,1344,1,Detchd,0,0.0,0,139830
196,90,RL,9824,Reg,CollgCr,1Fam,1Story,3,5,1929,1932,Gable,VinylSd,0.0,464.0,Gd,2,0,0,2767,1,None,0,0.0,0,232945
197,70,FV,5208,Reg,Somerst,Twnhs,1Story,8,9,1985,2009,Gable,VinylSd,0.0,1553.0,TA,3,1,5,2328,0,Attchd,3,789.0,0,341606
198,90,RL,8750,IR1,Edwards,1Fam,2Story,8,6,1991,2007,Hip,VinylSd,100.0,1735.0,Fa,2,0,1,2596,2,Attchd,2,433.0,0,386994
199,150,RM,8342,IR1,Sawyer,1Fam,1Story,4,3,1906,1917,Gable,VinylSd,300.0,2209.0,Ex,2,1,3,1913,2,Attchd,3,644.0,0,269997
200,40,RL,4575,Reg,Sawyer,1Fam,1Story,2,2,1934,1939,Gable,MetalSd,0.0,1420.0,Gd,1,0,5,1342,1,Attchd,0,0.0,0,138006
201,20,RL,9690,Reg,Somerst,1Fam,1Story,8,9,1954,1971,Gable,BrkFace,0.0,766.0,TA,3,0,5,2285,1,None,0,0.0,0,270808
202,190,FV,10725,Reg,Sawyer,1Fam,2Story,8,4,1991,1998,Gable,MetalSd,500.0,761.0,Ex,3,0,4,1499,0,Attchd,0,0.0,0,250928
203,85,RL,13926,IR1,Gilbert,1Fam,2Story,10,5,1913,1933,Gable,Wd Sdng,100.0,0.0,TA,3,0,3,1873,3,Detchd,2,402.0,0,282773
204,80,RL,13723,Reg,SawyerW,Twnhs,2Story,4,9,1909,1923,Flat,MetalSd,400.0,1986.0,Gd,0,0,5,1717,0,Detchd,2,352.0,0,238717
205,120,RL,4069,Reg,Gilbert,1Fam,1Story,3,5,1979,1981,Gable,VinylSd,0.0,857.0,Gd,1,0,4,2533,0,Attchd,2,404.0,0,245893
206,60,RM,5069,IR1,Edwards,2fmCon,1Story,2,7,1915,1916,Gable,Wd Sdng,0.0,1491.0,Ex,3,1,5,2250,1,Attchd,0,0.0,0,231805
207,150,RM,10483,Reg,SawyerW,1Fam,1Story,9,2,1953,1976,Gable,VinylSd,0.0,1446.0,TA,0,1,1,1764,0,Attchd,1,223.0,0,286680
208,150,FV,10476,Reg,OldTown,1Fam,1Story,1,2,1994,2010,Gable,BrkFace,0.0,968.0,Ex,0,0,2,1006,1,Attchd,3,466.0,0,167442
209,120,RL,10483,Reg,NWAmes,1Fam,1Story,7,4,2005,2010,Gable,HdBoard,100.0,502.0,TA,0,0,4,1494,0,Attchd,3,486.0,0,248909
210,70,RL,55623,Reg,Somerst,1Fam,1Story,5,8,1988,1995,Gable,MetalSd,0.0,864.0,Ex,1,0,2,2233,1,Attchd,0,0.0,0,244337
211,20,RL,10779,Reg,SawyerW,1Fam,SFoyer,8,2,1976,2002,Hip,Wd Sdng,0.0,952.0,Ex,0,0,3,1966,1,Attchd,2,376.0,0,289912
212,20,RL,14296,Reg,SawyerW,1Fam,2Story,4,7,1969,1972,Gable,VinylSd,0.0,1496.0,Fa,1,0,1,1151,0,Detchd,1,262.0,0,201291
213,45,RL,13055,IR3,Edwards,1Fam,1.5Fin,7,1,1943,1944,Gable,HdBoard,200.0,904.0,TA,2,0,4,1051,0,Attchd,1,229.0,0,182455
214,70,RL,11222,Reg,Gilbert,1Fam,1Story,5,9,1972,1985,Gable,BrkFace,0.0,553.0,Fa,0,0,3,1917,1,Attchd,2,488.0,0,246573
215,160,RL,6921,Reg,Edwards,1Fam,2Story,5,6,1944,1972,Hip,BrkFace,0.0,1332.0,Ex,3,0,5,1316,0,Detchd,3,829.0,0,247263
216,90,RL,11842,Reg,Gilbert,1Fam,SFoyer,9,1,1999,2000,Gable,VinylSd,100.0,819.0,Gd,0,0,0,1355,0,Attchd,3,622.0,0,281087
217,180,RM,5505,Reg,SawyerW,1Fam,1Story,9,6,1955,1956,Hip,VinylSd,0.0,324.0,Gd,2,0,3,2212,2,Attchd,1,197.0,0,315649
218,190,RH,7198,IR1,Sawyer,1Fam,1Story,9,5,2006,2010,Gable,Wd Sdng,0.0,1022.0,Gd,2,1,2,2593,0,Detchd,1,254.0,0,341240
219,90,RL,6357,IR1,Sawyer,1Fam,1Story,6,5,1983,2009,Gable,BrkFace,0.0,1096.0,Ex,0,0,1,1443,1,CarPort,2,480.0,0,234400
220,75,RL,8441,IR3,Gilbert,Twnhs,1Story,6,5,1981,2008,Gable,BrkFace,300.0,640.0,Ex,2,0,1,1783,0,BuiltIn,3,637.0,0,264706
221,85,RL,25779,Reg,NAmes,1Fam,2Story,5,4,2006,2010,Mansard,MetalSd,100.0,831.0,TA,1,0,3,1768,0,Attchd,1,275.0,0,220699
222,80,RL,3185,Reg,NAmes,TwnhsE,2Story,9,7,1956,1962,Gable,HdBoard,100.0,1168.0,Ex,1,1,5,1721,0,Attchd,3,634.0,0,287888
223,20,RL,11420,Reg,OldTown,1Fam,1.5Fin,10,9,1920,1931,Gable,BrkFace,400.0,1025.0,Fa,0,1,0,1830,0,Attchd,1,221.0,0,273975
224,45,RH,3617,Reg,CollgCr,1Fam,1.5Fin,8,4,1967,1972,Gable,VinylSd,500.0,480.0,Ex,1,1,2,2268,0,None,2,441.0,0,277305
225,45,RL,6399,Reg,NAmes,1Fam,2Story,7,2,1949,1966,Gable,BrkFace,100.0,1482.0,Po,1,0,3,1477,0,Attchd,3,547.0,0,291549
226,40,RL,13967,IR1,NAmes,1Fam,1Story,7,2,1932,1935,Gable,VinylSd,0.0,1776.0,Gd,3,0,3,1144,0,Attchd,1,223.0,0,225750
227,70,RL,8367,Reg,Gilbert,1Fam,1Story,6,2,1990,2008,Gable,VinylSd,100.0,732.0,TA,0,1,1,3001,0,BuiltIn,1,275.0,0,337505
228,20,RL,4727,IR1,NridgHt,1Fam,2Story,5,7,1906,1932,Gable,VinylSd,0.0,418.0,Ex,2,0,2,2506,1,None,1,237.0,0,249713
229,80,RL,5666,Reg,Sawyer,1Fam,1Story,4,4,1969,1981,Gable,Wd Sdng,500.0,1222.0,TA,0,0,0,1298,2,Detchd,1,221.0,0,200166
230,150,RL,11382,IR1,OldTown,TwnhsE,1Story,3,4,1914,1933,Gable,BrkFace,100.0,685.0,Gd,1,1,1,1883,0,Attchd,2,427.0,0,188826
231,75,RL,5624,Reg,NAmes,Twnhs,1Story,3,1,1981,2001,Gable,Wd Sdng,0.0,1112.0,Gd,3,0,3,2448,1,Attchd,3,699.0,0,275122
232,30,RL,9029,Reg,Somerst,1Fam,1.5Fin,6,4,1931,1953,Gable,VinylSd,0.0,2166.0,Ex,0,0,1,2263,1,Detchd,3,749.0,0,309747
233,30,RL,8289,IR1,Sawyer,1Fam,2Story,4,6,1974,2003,Gable,VinylSd,0.0,483.0,Gd,0,0,1,2076,1,Attchd,0,0.0,0,217345
234,75,RL,5850,Reg,Edwards,1Fam,1Story,6,2,1919,1943,Gable,Wd Sdng,0.0,652.0,TA,1,0,4,1718,1,Attchd,3,620.0,0,246896
235,90,RL,23670,IR1,CollgCr,1Fam,1Story,3,4,1987,2010,Gable,Wd Sdng,0.0,830.0,Ex,1,0,1,3035,2,Attchd,0,0.0,0,288255
236,160,RL,11125,Reg,NWAmes,1Fam,1Story,4,7,1914,1915,Gable,Wd Sdng,0.0,1505.0,Gd,0,1,5,1931,0,BuiltIn,1,239.0,0,232939
237,180,FV,2943,IR1,NWAmes,1Fam,2Story,9,9,1947,1954,Gable,VinylSd,0.0,3722.0,Ex,1,1,1,1549,1,Attchd,2,359.0,0,362605
238,20,RL,8894,IR1,OldTown,1Fam,1Story,5,2,1970,1988,Gable,HdBoard,100.0,991.0,TA,1,0,5,2348,1,Detchd,2,453.0,0,270962
239,150,RL,5820,Reg,NridgHt,1Fam,1.5Fin,7,8,1920,1928,Gable,BrkFace,0.0,467.0,Fa,1,1,2,1860,0,Attchd,1,133.0,0,243003
240,70,FV,12409,Reg,NAmes,1Fam,1Story,10,6,1941,1966,Gable,Wd Sdng,0.0,781.0,Ex,1,0,1,2008,0,Attchd,0,0.0,0,300169
241,80,RL,5452,Reg,Sawyer,Duplex,1Story,2,8,1925,1952,Gable,HdBoard,0.0,658.0,Ex,1,0,0,1921,2,None,1,246.0,0,215853
242,120,RM,7651,Reg,Sawyer,1Fam,1.5Fin,5,2,2007,2010,Gable,BrkFace,300.0,1198.0,Gd,3,1,5,2098,1,Attchd,2,499.0,0,256001
243,180,FV,10430,Reg,OldTown,1Fam,2Story,9,1,1913,1928,Gable,Wd Sdng,0.0,1043.0,Ex,1,1,5,1348,0,Detchd,2,408.0,0,272400
244,40,RL,12492,Reg,Somerst,1Fam,1.5Fin,3,7,1956,1974,Gable,HdBoard,0.0,591.0,Ex,2,1,3,1169,0,Attchd,3,697.0,0,167204
245,70,FV,4446,Reg,Edwards,1Fam,1Story,9,9,1936,1945,Gable,HdBoard,0.0,643.0,Ex,0,1,2,2780,2,Attchd,0,0.0,0,293164
246,60,RL,6855,IR2,NridgHt,1Fam,2Story,6,9,1957,1962,Hip,VinylSd,0.0,777.0,Ex,3,1,1,1948,0,Detchd,3,829.0,0,292421
247,180,RL,6390,Reg,NridgHt,1Fam,2Story,4,2,1920,1935,Gable,Wd Sdng,0.0,815.0,Ex,3,1,0,2278,1,Detchd,2,437.0,0,249846
248,70,RM,5844,IR1,Sawyer,1Fam,2Story,7,4,1981,1990,Gambrel,BrkFace,0.0,882.0,Ex,1,0,3,1066,0,Detchd,2,451.0,0,232340
249,70,FV,19589,Reg,Somerst,Duplex,2Story,8,1,1968,1980,Gable,VinylSd,0.0,915.0,Ex,0,1,2,2489,0,Attchd,3,793.0,0,319908
250,85,RL,9921,IR1,Somerst,1Fam,1Story,6,7,1902,1910,Gable,BrkFace,100.0,1471.0,Gd,2,2,5,1546,0,Attchd,3,479.0,0,233296
251,20,RL,4313,Reg,Sawyer,1Fam,2Story,5,2,1986,1992,Gable,Wd Sdng,100.0,766.0,Gd,1,1,0,1419,0,BuiltIn,2,414.0,0,214465
252,160,RL,12822,Reg,Somerst,1Fam,2.5Unf,6,4,1989,1992,Hip,MetalSd,0.0,722.0,Ex,0,0,1,1773,0,Attchd,3,820.0,0,254701
253,190,RL,23413,IR1,NAmes,TwnhsE,1Story,5,2,1936,1954,Gable,Wd Sdng,200.0,525.0,Gd,1,0,4,1348,1,Detchd,3,777.0,0,214489
254,40,RL,13578,IR3,OldTown,1Fam,1Story,8,1,1987,2010,Gable,MetalSd,0.0,820.0,TA,1,0,4,1807,1,Attchd,0,0.0,0,268682
255,190,RH,3790,Reg,CollgCr,1Fam,1Story,1,7,1948,1951,Gable,BrkFace,0.0,994.0,Ex,1,0,2,1735,0,CarPort,2,319.0,0,156610
256,85,RL,6360,IR2,SawyerW,Twnhs,1Story,7,6,1918,1936,Flat,MetalSd,0.0,450.0,TA,1,2,0,2485,1,BuiltIn,1,218.0,0,271879
257,20,RL,15267,IR1,Somerst,TwnhsE,1Story,10,2,1988,2010,Mansard,BrkFace,0.0,782.0,Gd,1,0,3,2846,1,Attchd,0,0.0,0,320667
258,50,RL,5688,IR2,Sawyer,1Fam,2Story,10,4,1984,2002,Gable,Wd Sdng,0.0,1428.0,Ex,1,0,0,2819,0,Detchd,1,233.0,0,391070
259,40,RL,10116,Reg,NWAmes,1Fam,1.5Fin,2,3,1911,1922,Gable,HdBoard,100.0,1163.0,Ex,1,1,5,916,0,Attchd,3,562.0,0,144696
260,20,RL,11936,IR2,NWAmes,1Fam,1Story,9,3,1960,1989,Gable,BrkFace,300.0,1042.0,Ex,2,0,4,1365,0,Attchd,3,536.0,0,249492
261,30,RL,5097,IR1,NAmes,1Fam,2Story,1,3,1940,1952,Gable,VinylSd,0.0,1151.0,Gd,3,0,2,913,2,Attchd,1,137.0,0,149168
262,85,RM,7865,Reg,NAmes,1Fam,1Story,10,4,1932,1956,Gable,HdBoard,0.0,713.0,Ex,2,0,1,1263,1,Attchd,3,806.0,0,262929
263,50,RL,1602,Reg,NAmes,1Fam,1Story,6,1,1949,1952,Mansard,VinylSd,0.0,676.0,Fa,1,1,0,1487,0,Attchd,3,612.0,0,226426
264,90,RL,4855,Reg,NAmes,1Fam,2Story,9,1,1967,1991,Gable,BrkFace,0.0,1493.0,Gd,1,0,4,2045,1,Attchd,0,0.0,0,309732
265,40,RL,7141,Reg,NWAmes,1Fam,1.5Fin,1,7,2005,2010,Gable,Wd Sdng,0.0,1250.0,Ex,2,2,3,1546,0,Attchd,1,219.0,0,170289
266,60,RL,4342,IR1,NAmes,TwnhsE,1Story,4,5,1970,1979,Gable,BrkFace,400.0,666.0,Ex,2,0,2,1559,0,Attchd,0,0.0,0,217640
267,80,RL,18328,IR1,NridgHt,1Fam,1Story,4,3,1985,2005,Gable,BrkFace,0.0,423.0,Ex,3,0,1,1909,1,Attchd,1,169.0,0,251503
268,60,RM,3963,IR1,Gilbert,1Fam,1Story,9,9,1932,1938,Gable,VinylSd,200.0,671.0,Ex,2,0,0,1082,1,Attchd,0,0.0,0,211003
269,30,RL,6502,Reg,NWAmes,Twnhs,SFoyer,5,5,1980,2009,Gable,VinylSd,0.0,1115.0,Ex,3,1,3,1405,0,Detchd,2,382.0,0,204580
270,190,RL,8650,Reg,NWAmes,1Fam,2Story,5,3,1923,1927,Gable,Wd Sdng,200.0,690.0,TA,1,0,1,1554,1,Detchd,2,469.0,0,205429
271,30,RM,16657,Reg,Edwards,1Fam,1Story,6,9,1960,1976,Gable,Wd Sdng,300.0,1024.0,Gd,0,0,5,1701,0,BuiltIn,1,188.0,0,226526
272,180,RH,3952,IR1,NWAmes,1Fam,1Story,1,1,1960,1977,Gable,VinylSd,100.0,0.0,Ex,0,0,4,1850,0,Attchd,2,579.0,0,188565
273,150,RL,14495,Reg,Gilbert,1Fam,1Story,1,9,1997,2007,Gable,VinylSd,300.0,865.0,Gd,0,1,5,2836,3,Attchd,0,0.0,0,252014
274,150,RL,8144,Reg,Somerst,1Fam,2Story,9,5,1927,1941,Hip,Wd Sdng,0.0,985.0,Ex,0,0,4,2374,1,Detchd,1,252.0,0,288950
275,190,RL,4960,Reg,NWAmes,1Fam,2Story,3,6,1957,1977,Gable,VinylSd,0.0,1180.0,Ex,1,1,3,1435,1,Detchd,2,430.0,0,205248
276,75,RL,10209,Reg,NridgHt,1Fam,1.5Fin,4,2,1942,1963,Gable,BrkFace,100.0,582.0,TA,0,1,5,1671,1,Attchd,2,561.0,0,192132
277,90,RL,8951,Reg,NWAmes,1Fam,1Story,1,8,1940,1946,Gable,BrkFace,0.0,659.0,Ex,2,0,4,1637,2,Detchd,1,211.0,0,187969
278,75,RH,6002,Reg,Somerst,1Fam,1Story,9,3,1938,1955,Gable,HdBoard,300.0,1200.0,TA,2,0,2,1549,0,Attchd,2,437.0,0,278074
279,60,RL,8390,IR2,Edwards,1Fam,1Story,8,1,1985,2010,Gable,VinylSd,0.0,911.0,Fa,0,0,3,1962,0,Attchd,2,453.0,0,278306
280,85,RL,6683,Reg,SawyerW,1Fam,1Story,2,7,1948,1972,Gable,VinylSd,0.0,942.0,Gd,2,0,4,1034,1,Detchd,1,248.0,0,146379
281,70,RL,8576,IR1,OldTown,1Fam,2Story,8,3,1916,1921,Hip,Wd Sdng,0.0,909.0,Ex,3,0,0,2354,1,Attchd,2,490.0,0,301326
282,20,FV,11283,Reg,Somerst,TwnhsE,2Story,7,4,1997,2010,Gable,BrkFace,300.0,1327.0,Ex,1,0,4,3005,1,Attchd,2,401.0,0,336044
283,180,RL,17908,IR1,NWAmes,1Fam,SFoyer,6,5,1969,1984,Gable,VinylSd,400.0,1068.0,Ex,0,0,5,1667,0,Attchd,2,397.0,0,232146
284,120,RL,4363,Reg,OldTown,1Fam,1Story,1,1,2009,2010,Gable,VinylSd,0.0,1074.0,Gd,0,0,2,1657,0,Attchd,2,491.0,0,195943
285,80,C (all),23541,IR1,NAmes,1Fam,1Story,7,9,1969,1987,Gable,VinylSd,0.0,1463.0,TA,1,0,1,1895,1,Attchd,3,,0,280518
286,50,RL,3053,IR1,CollgCr,1Fam,1.5Fin,10,7,1997,1997,Gable,HdBoard,100.0,1707.0,Gd,2,0,1,2454,0,Attchd,1,204.0,0,345089
287,80,RL,7510,Reg,SawyerW,1Fam,1Story,7,2,1964,1988,Gable,Wd Sdng,100.0,2202.0,TA,1,1,4,1640,0,None,3,469.0,0,268114
288,190,RL,10874,IR1,Somerst,1Fam,2Story,9,1,1973,2002,Gable,VinylSd,0.0,712.0,TA,1,1,1,2392,0,Detchd,3,635.0,0,343052
289,30,FV,9325,Reg,OldTown,1Fam,2Story,1,2,1984,2009,Gable,MetalSd,100.0,2410.0,TA,2,1,4,2093,0,Attchd,0,0.0,0,223513
290,160,FV,5935,IR1,Gilbert,1Fam,1Story,2,3,1904,1914,Gable,HdBoard,0.0,578.0,Ex,1,0,2,3671,1,Attchd,3,876.0,0,287392
291,190,RL,7302,Reg,Sawyer,1Fam,1.5Fin,9,3,1901,1920,Gable,MetalSd,0.0,1947.0,TA,2,0,1,1638,1,Attchd,3,516.0,0,302821
292,75,RL,6332,IR1,Gilbert,1Fam,2Story,9,8,1921,1925,Gable,HdBoard,0.0,696.0,Gd,2,0,5,999,0,Detchd,0,0.0,0,194217
293,70,RL,6034,IR1,SawyerW,1Fam,2Story,6,5,1956,1971,Gable,BrkFace,200.0,873.0,Ex,1,0,5,1176,0,Attchd,2,408.0,0,192087
294,90,RL,12391,Reg,NWAmes,1Fam,1.5Fin,6,9,1965,1987,Gable,HdBoard,200.0,904.0,Fa,3,0,0,1814,1,Attchd,2,548.0,0,274102
295,160,RL,9686,Reg,Gilbert,TwnhsE,2Story,4,3,1973,1973,Gable,Wd Sdng,100.0,634.0,Fa,2,1,4,2461,0,Attchd,3,655.0,0,259457
296,45,RL,5730,IR1,Somerst,1Fam,1Story,4,6,1997,2010,Gable,BrkFace,100.0,929.0,Gd,1,0,1,1486,1,Attchd,0,0.0,0,219670
297,40,RM,12705,IR1,Edwards,Twnhs,2Story,5,4,1915,1928,Hip,BrkFace,0.0,647.0,TA,2,0,5,1687,1,Detchd,2,484.0,0,217594
298,45,RL,9448,IR2,CollgCr,1Fam,1Story,3,8,1950,1952,Gable,MetalSd,100.0,547.0,Ex,3,2,2,2220,1,Detchd,0,0.0,0,213712
299,45,RL,12166,Reg,Gilbert,1Fam,1Story,1,1,1938,1939,Gable,VinylSd,0.0,884.0,Ex,3,0,2,1353,1,BuiltIn,1,171.0,0,160202
300,85,FV,11101,Reg,CollgCr,1Fam,2Story,1,4,1985,2008,Hip,BrkFace,200.0,1695.0,Ex,0,0,0,1505,0,Attchd,1,184.0,0,177487
301,85,RL,5353,Reg,Somerst,1Fam,1Story,7,7,1975,1979,Gable,VinylSd,0.0,811.0,Gd,2,0,2,1273,1,Detchd,1,289.0,0,221196
302,75,RL,6123,Reg,NAmes,1Fam,1Story,1,9,1987,2003,Gable,BrkFace,100.0,1308.0,Ex,2,0,2,2574,0,Attchd,1,235.0,0,256797
303,150,RL,11773,Reg,OldTown,1Fam,1Story,1,1,1939,1966,Gable,VinylSd,100.0,640.0,Ex,1,1,1,2871,0,Attchd,3,672.0,0,250168
304,150,RM,10994,Reg,SawyerW,1Fam,1Story,3,8,1937,1954,Gable,BrkFace,100.0,537.0,Gd,2,0,4,1125,0,Attchd,1,210.0,0,146787
305,45,RL,8018,Reg,Somerst,1Fam,1Story,10,2,1959,1959,Gable,Wd Sdng,200.0,1076.0,Ex,0,0,3,1732,0,Attchd,1,231.0,0,298035
306,160,RM,8592,Reg,NridgHt,1Fam,1Story,4,4,1958,1972,Gable,HdBoard,0.0,1812.0,Ex,3,1,2,2757,0,Attchd,0,0.0,0,287437
307,50,RL,15349,Reg,Sawyer,2fmCon,1Story,4,4,1909,1930,Gable,MetalSd,200.0,976.0,Ex,3,1,2,2037,0,Detchd,2,463.0,0,236804
308,30,RL,6028,IR1,NridgHt,1Fam,1Story,2,8,1998,2006,Gable,BrkFace,0.0,1249.0,Ex,0,2,3,1561,1,Attchd,0,0.0,0,178337
309,150,RL,10652,Reg,NridgHt,1Fam,1Story,1,2,1963,1989,Gable,VinylSd,400.0,1632.0,Ex,2,1,2,1137,3,Attchd,3,764.0,0,204832
